allo	7	10	5	 pA_B	
victoire	3	3	2	 pA_B	
symbolique	2	4	30	 pA_I	
voire	3	4	2	 pA_I	
m-	2	3	1	 pA_I	
ou	2	3	1	 pA_I	
médiatique	3	5	2	 pA_I	
on	1	2	1	 pA_I	
va	1	1	1	 pA_I	
dire	1	3	30	 pA_L	
	 	 	 	 	 
oui	2	2	2	 pA_B	
ça	3	4	3	 pA_I	
n	3	3	1	 pA_I	
est	3	3	1	 pA_I	
qu	2	3	2	 pA_I	
un	2	3	2	 pA_I	
début	1	2	30	 pA_L	
ce	3	5	30	 pA_B	
ne	4	5	3	 pA_I	
sera	4	4	2	 pA_I	
pas	3	4	2	 pA_I	
mon	3	4	2	 pA_I	
avis	2	2	2	 pA_I	
aux	2	2	2	 pA_I	
municipales	1	2	29	 pA_L	
ils	3	6	2	 pA_B	
n	3	3	2	 pA_I	
ont	3	3	2	 pA_I	
ils	2	3	1	 pA_I	
ont	3	4	1	 pA_I	
une	3	4	2	 pA_I	
capacité	2	3	1	 pA_I	
de	2	2	1	 pA_I	
nuisance	2	3	1	 pA_I	
je	2	3	1	 pA_I	
les	2	2	2	 pA_I	
b-	2	2	1	 pA_I	
vois	1	2	1	 pA_I	
mal	2	2	1	 pA_I	
faire	1	1	1	 pA_I	
un	1	1	1	 pA_I	
triomphe	2	3	30	 pA_I	
aux	1	2	1	 pA_I	
municipales	2	20	29	 pA_L	
par	 NA	 NA	 NA	 pA_B	
contre	3	5	30	 pA_I	
eux	6	7	4	 pA_I	
z-	2	4	1	 pA_I	
aux	2	2	1	 pA_I	
européennes	2	4	1	 pA_I	
ils	4	6	2	 pA_I	
vont	2	2	2	 pA_I	
faire	2	2	1	 pA_I	
très	1	1	1	 pA_I	
mal	1	1	29	 pA_I	
parce	2	3	29	 pA_I	
qu	2	3	29	 pA_I	
il	2	3	29	 pA_I	
va	2	2	2	 pA_I	
y	2	2	2	 pA_I	
avoir	1	2	1	 pA_I	
le	1	3	1	 pA_I	
Front	3	4	3	 pA_I	
de	3	3	2	 pA_I	
Gauche	1	2	1	 pA_I	
il	2	2	2	 pA_I	
va	2	2	1	 pA_I	
y	2	2	2	 pA_I	
avoir	2	2	1	 pA_I	
les	2	3	2	 pA_I	
socialistes	2	3	30	 pA_I	
on	4	4	4	 pA_I	
risque	4	5	3	 pA_I	
d	3	4	3	 pA_I	
avoir	3	4	3	 pA_I	
le	3	3	3	 pA_I	
Modem	3	4	2	 pA_I	
l	2	4	1	 pA_I	
UDI	2	4	1	 pA_I	
et	1	1	1	 pA_I	
caetera	2	4	1	 pA_I	
et	3	4	1	 pA_I	
actuellement	2	3	1	 pA_I	
si	1	2	1	 pA_I	
rien	3	4	1	 pA_I	
ne	3	16	1	 pA_I	
change	7	21	1	 pA_I	
je	1	1	30	 pA_I	
crains	2	3	1	 pA_I	
que	1	1	1	 pA_I	
le	1	1	1	 pA_I	
Front	2	3	1	 pA_I	
National	1	3	30	 pA_I	
arrive	1	2	1	 pA_I	
en	1	1	30	 pA_I	
tête	1	3	29	 pA_I	
aux	4	4	3	 pA_I	
européennes	5	20	30	 pA_L	
	 	 	 	 	 
hm	1	2	29	 pA_U	
euh	2	2	30	 pA_B	
je	2	2	2	 pA_I	
reste	3	4	2	 pA_I	
sur	4	4	3	 pA_I	
la	3	3	2	 pA_I	
stratégie	3	4	2	 pA_I	
du	3	3	2	 pA_I	
front	2	4	1	 pA_I	
républicain	3	7	2	 pA_I	
pourquoi	3	6	29	 pA_I	
en	4	5	3	 pA_I	
deux	4	4	3	 pA_I	
mille	4	4	3	 pA_I	
deux	2	3	2	 pA_I	
ça	1	2	1	 pA_I	
marchait	5	9	1	 pA_I	
avec	3	7	2	 pA_I	
Jacques	2	2	1	 pA_I	
Chirac	2	5	1	 pA_I	
réélu	2	2	1	 pA_I	
à	2	2	1	 pA_I	
quatre	1	2	1	 pA_I	
vingt	2	2	2	 pA_I	
deux	2	3	2	 pA_I	
pour	2	2	2	 pA_I	
cent	2	2	2	 pA_I	
face	2	2	1	 pA_I	
à	1	2	1	 pA_I	
Jean	1	2	1	 pA_I	
Marie	1	2	1	 pA_I	
le	1	2	1	 pA_I	
Pen	3	4	1	 pA_I	
et	1	1	1	 pA_I	
qu	2	7	1	 pA_I	
aujourd	2	7	1	 pA_I	
hui	2	7	1	 pA_I	
ça	2	2	2	 pA_I	
ne	2	2	2	 pA_I	
marche	2	2	1	 pA_I	
plus	1	1	1	 pA_I	
Hassan	1	1	1	 pA_I	
Kerim	30	1	30	 pA_L	
	 	 	 	 	 
hé	1	2	30	 pA_B	
ben	2	2	1	 pA_I	
y	2	2	1	 pA_I	
a	1	2	1	 pA_I	
eu	1	2	1	 pA_I	
enfin	1	1	30	 pA_I	
je	1	1	30	 pA_I	
je	1	1	30	 pA_I	
j	1	1	29	 pA_I	
ai	1	1	29	 pA_I	
je	1	1	30	 pA_I	
j	1	1	1	 pA_I	
ai	1	1	1	 pA_I	
quelques	1	2	30	 pA_I	
petites	1	1	30	 pA_I	
euh	30	1	30	 pA_I	
une	30	1	30	 pA_I	
petite	1	1	30	 pA_I	
analyse	1	1	30	 pA_I	
là	1	1	1	 pA_I	
dessus	2	3	1	 pA_I	
mais	2	3	1	 pA_I	
je	1	1	30	 pA_I	
vais	1	1	30	 pA_I	
je	1	1	30	 pA_I	
vais	1	1	30	 pA_I	
juste	1	2	30	 pA_I	
dire	2	3	1	 pA_I	
justement	1	1	30	 pA_I	
à	30	1	29	 pA_I	
l	1	1	29	 pA_I	
époque	1	1	29	 pA_I	
en	30	30	29	 pA_I	
deux	30	30	30	 pA_I	
mille	30	30	30	 pA_I	
deux	2	2	30	 pA_I	
on	1	1	1	 pA_I	
l	1	2	1	 pA_I	
aurait	1	2	1	 pA_I	
eu	2	3	2	 pA_I	
ce	1	3	1	 pA_I	
résultat	1	1	29	 pA_I	
après	30	30	30	 pA_I	
le	30	30	30	 pA_I	
premier	30	1	30	 pA_I	
tour	2	2	30	 pA_I	
tout	1	1	30	 pA_I	
le	1	1	1	 pA_I	
monde	1	1	30	 pA_I	
aurait	30	1	29	 pA_I	
été	1	1	30	 pA_I	
dans	1	1	30	 pA_I	
la	30	30	29	 pA_I	
rue	1	1	29	 pA_L	
vrai	1	1	1	 pA_B	
ou	1	1	30	 pA_I	
faux	1	2	29	 pA_L	
on	30	30	29	 pA_B	
on	30	30	29	 pA_I	
on	30	30	30	 pA_I	
l	30	30	30	 pA_I	
a	30	30	30	 pA_I	
pas	30	30	29	 pA_I	
eu	2	3	30	 pA_I	
mais	1	1	30	 pA_I	
alors	4	14	30	 pA_I	
le	1	14	30	 pA_I	
le	3	6	1	 pA_I	
parti	2	3	1	 pA_I	
républicain	1	2	30	 pA_I	
je	1	1	30	 pA_I	
je	30	1	29	 pA_I	
dirais	1	2	1	 pA_I	
comme	1	1	1	 pA_I	
Jean	1	1	30	 pA_I	
Louis	30	1	30	 pA_I	
Bernard	1	2	30	 pA_I	
il	1	1	30	 pA_I	
est	30	30	30	 pA_I	
pas	30	30	29	 pA_I	
il	30	30	29	 pA_I	
n	30	1	29	 pA_I	
est	30	1	29	 pA_I	
il	30	1	29	 pA_I	
n	1	1	30	 pA_I	
est	1	1	30	 pA_I	
peut	30	30	30	 pA_I	
être	1	1	1	 pA_I	
pas	1	1	1	 pA_I	
mort	2	3	30	 pA_I	
parce	30	1	29	 pA_I	
que	30	1	29	 pA_I	
je	30	1	30	 pA_I	
suis	30	1	29	 pA_I	
persuadé	1	1	29	 pA_I	
qu	30	1	30	 pA_I	
il	30	1	30	 pA_I	
y	30	1	30	 pA_I	
a	30	30	30	 pA_I	
des	29	30	29	 pA_I	
gens	30	30	29	 pA_I	
de	30	30	30	 pA_I	
gauche	1	1	30	 pA_I	
qui	 NA	 NA	 NA	 pA_I	
ont	30	30	30	 pA_I	
voté	30	1	29	 pA_I	
pour	30	1	29	 pA_I	
le	30	30	29	 pA_I	
candidat	30	2	29	 pA_I	
UMP	1	3	29	 pA_L	
	 	 	 	 	 
et	3	3	2	 pA_B	
puis	3	3	2	 pA_I	
euh	2	3	2	 pA_L	
alors	1	1	1	 pA_B	
oui	2	2	1	 pA_I	
euh	2	5	1	 pA_I	
voilà	1	2	1	 pA_L	
après	4	4	4	 pA_B	
y	3	4	3	 pA_I	
a	2	3	2	 pA_I	
des	2	2	2	 pA_I	
questions	3	3	2	 pA_I	
on	 NA	 NA	 NA	 pA_I	
va	2	2	2	 pA_I	
dire	2	2	1	 pA_I	
euh	1	2	1	 pA_I	
de	2	2	1	 pA_I	
fond	3	5	1	 pA_I	
y	2	2	2	 pA_I	
compris	2	3	2	 pA_I	
des	2	2	2	 pA_I	
questions	2	3	1	 pA_I	
qui	2	2	2	 pA_I	
posent	2	3	2	 pA_I	
la	2	6	1	 pA_I	
question	3	5	2	 pA_I	
de	2	2	2	 pA_I	
la	4	6	1	 pA_I	
compatibilité	2	5	1	 pA_I	
des	1	2	1	 pA_I	
approches	2	2	1	 pA_I	
ou	1	1	1	 pA_I	
des	1	1	1	 pA_I	
choses	1	2	1	 pA_I	
comme	1	1	1	 pA_I	
ça	3	4	3	 pA_I	
qui	1	2	1	 pA_I	
sont	3	3	1	 pA_I	
euh	2	2	2	 pA_I	
des	1	2	1	 pA_I	
choses	2	3	1	 pA_I	
par	2	3	1	 pA_I	
exemple	2	2	2	 pA_I	
sur	2	2	1	 pA_I	
les	1	1	1	 pA_I	
unités	1	3	1	 pA_I	
tout	 NA	 NA	 NA	 pA_I	
simplement	1	1	29	 pA_I	
quelles	1	2	1	 pA_I	
unités	2	3	1	 pA_I	
euh	1	2	1	 pA_I	
est	2	2	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
que	2	2	1	 pA_I	
ces	2	2	1	 pA_I	
unités	1	2	1	 pA_I	
sont	1	2	1	 pA_I	
un	1	1	1	 pA_I	
statut	2	2	1	 pA_I	
sémantique	1	2	1	 pA_I	
ou	2	2	2	 pA_I	
pas	3	3	3	 pA_I	
y	3	3	2	 pA_I	
a	2	2	2	 pA_I	
des	1	1	1	 pA_I	
morphologues	1	2	1	 pA_I	
qui	 NA	 NA	 NA	 pA_I	
défendent	1	2	1	 pA_I	
l	1	2	1	 pA_I	
idée	1	2	1	 pA_I	
que	1	1	1	 pA_I	
y	2	2	1	 pA_I	
a	1	1	1	 pA_I	
pas	1	1	1	 pA_I	
de	1	1	1	 pA_I	
signe	2	2	1	 pA_I	
saussurien	2	3	1	 pA_I	
que	2	7	1	 pA_I	
y	6	7	5	 pA_I	
a	7	8	7	 pA_I	
pas	4	7	1	 pA_I	
de	1	5	29	 pA_I	
les	 NA	 NA	 NA	 pA_I	
affixes	3	5	1	 pA_I	
ont	2	2	1	 pA_I	
pas	2	2	2	 pA_I	
de	2	2	2	 pA_I	
sens	2	2	1	 pA_I	
euh	1	1	1	 pA_I	
ou	1	1	1	 pA_I	
alors	1	2	1	 pA_I	
au	1	2	1	 pA_I	
contraire	1	2	1	 pA_I	
est	1	1	1	 pA_I	
ce	1	1	1	 pA_I	
qu	1	1	1	 pA_I	
il	1	1	1	 pA_I	
y	1	1	1	 pA_I	
a	1	1	1	 pA_I	
de	1	1	1	 pA_I	
la	1	1	1	 pA_I	
polysémie	2	3	1	 pA_I	
et	1	1	1	 pA_I	
dans	1	1	1	 pA_I	
ces	 NA	 NA	 NA	 pA_I	
cas	1	1	1	 pA_I	
là	1	1	1	 pA_I	
ben	1	1	1	 pA_I	
comment	1	1	1	 pA_I	
on	1	1	1	 pA_I	
traite	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
la	1	1	1	 pA_I	
polysémie	1	2	1	 pA_I	
est	1	1	1	 pA_I	
ce	1	1	1	 pA_I	
que	 NA	 NA	 NA	 pA_I	
c	1	1	1	 pA_I	
est	1	1	1	 pA_I	
dans	1	1	1	 pA_I	
le	1	1	1	 pA_I	
cadre	1	1	1	 pA_I	
d	1	1	1	 pA_I	
une	1	1	1	 pA_I	
sémantique	1	2	1	 pA_I	
générale	1	1	1	 pA_I	
ou	1	1	1	 pA_I	
pas	2	2	2	 pA_L	
après	2	2	1	 pA_B	
euh	1	2	1	 pA_I	
toujours	2	2	1	 pA_I	
dans	1	1	1	 pA_I	
les	1	1	1	 pA_I	
questions	2	2	1	 pA_I	
on	1	1	1	 pA_I	
va	1	1	1	 pA_I	
dire	1	2	1	 pA_I	
relativement	1	2	1	 pA_I	
simples	2	5	1	 pA_I	
sur	2	2	1	 pA_I	
ces	2	2	1	 pA_I	
questions	2	2	1	 pA_I	
de	1	2	1	 pA_I	
compatibilité	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
est	 NA	 NA	 NA	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qu	 NA	 NA	 NA	 pA_I	
il	 NA	 NA	 NA	 pA_I	
y	2	2	2	 pA_I	
a	2	2	2	 pA_I	
un	2	2	1	 pA_I	
sens	2	2	1	 pA_I	
linguistique	2	2	1	 pA_I	
construit	2	2	1	 pA_I	
et	1	2	1	 pA_I	
si	2	2	1	 pA_I	
oui	2	2	2	 pA_I	
est	2	2	1	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
que	2	2	2	 pA_I	
c	1	2	1	 pA_I	
est	1	2	1	 pA_I	
quoi	2	2	2	 pA_I	
le	1	2	1	 pA_I	
sens	2	2	1	 pA_I	
non	2	2	2	 pA_I	
linguistique	1	2	1	 pA_I	
non	2	2	1	 pA_I	
construit	2	3	1	 pA_I	
euh	1	1	1	 pA_I	
voilà	2	2	2	 pA_I	
enfin	3	4	2	 pA_I	
en	 NA	 NA	 NA	 pA_I	
syn-	2	2	2	 pA_I	
en	 NA	 NA	 NA	 pA_I	
en	 NA	 NA	 NA	 pA_I	
je	 NA	 NA	 NA	 pA_I	
l	1	1	1	 pA_I	
avais	1	1	1	 pA_I	
expliqué	2	2	1	 pA_I	
ce	1	2	1	 pA_I	
matin	2	2	1	 pA_I	
en-	 NA	 NA	 NA	 pA_I	
entre	1	2	1	 pA_I	
la	1	1	1	 pA_I	
syntaxe	2	2	1	 pA_I	
et	1	1	1	 pA_I	
la	1	1	1	 pA_I	
sémantique	1	2	1	 pA_I	
pragmatique	2	3	1	 pA_I	
c	3	3	3	 pA_I	
est	3	3	3	 pA_I	
un	4	5	4	 pA_I	
un	1	1	1	 pA_I	
débat	1	2	1	 pA_I	
qui	1	2	1	 pA_I	
court	2	2	2	 pA_I	
sur	2	2	2	 pA_I	
quarante	2	2	1	 pA_I	
ou	1	2	1	 pA_I	
cinquante	1	2	1	 pA_I	
ans	3	3	2	 pA_I	
mais	2	3	1	 pA_I	
sur	2	2	1	 pA_I	
la	1	1	1	 pA_I	
sémantique	1	1	1	 pA_I	
et	2	2	1	 pA_I	
la	1	1	1	 pA_I	
morpho	2	2	1	 pA_I	
c	4	5	2	 pA_I	
est	4	5	2	 pA_I	
pas	2	2	2	 pA_I	
une	2	2	1	 pA_I	
question	2	3	1	 pA_I	
sur	1	1	1	 pA_I	
lequel	2	2	1	 pA_I	
les	1	2	1	 pA_I	
gens	2	2	1	 pA_I	
ont	2	2	1	 pA_I	
des	1	2	29	 pA_I	
positions	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
très	2	2	2	 pA_I	
claires	2	2	1	 pA_I	
et	1	1	1	 pA_I	
très	2	2	1	 pA_I	
explicites	2	4	1	 pA_L	
euh	2	3	2	 pA_B	
je	2	2	2	 pA_I	
propose	3	3	2	 pA_I	
euh	2	3	1	 pA_I	
que	2	3	2	 pA_I	
donc	1	2	1	 pA_I	
une	1	1	1	 pA_I	
trois-	3	5	30	 pA_I	
une	 NA	 NA	 NA	 pA_I	
troisième	2	2	1	 pA_I	
demi	2	2	2	 pA_I	
heure	2	2	2	 pA_I	
puisse	2	2	2	 pA_I	
être	2	2	2	 pA_I	
consacrée	1	2	1	 pA_I	
enfin	5	5	4	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
sera	1	1	1	 pA_I	
avant	1	1	1	 pA_I	
à	2	2	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qu	1	2	1	 pA_I	
on	1	2	1	 pA_I	
peut	2	2	2	 pA_I	
appeler	2	2	1	 pA_I	
des	1	2	1	 pA_I	
questions	2	2	1	 pA_I	
de	1	2	1	 pA_I	
de	1	1	1	 pA_I	
méthode	3	5	1	 pA_L	
donc	2	2	2	 pA_B	
euh	1	2	1	 pA_I	
début	2	2	1	 pA_I	
déjà	2	2	2	 pA_I	
le	1	2	1	 pA_I	
le	2	2	2	 pA_I	
débat	2	2	1	 pA_I	
euh	1	1	1	 pA_I	
synchronie	2	2	1	 pA_I	
diachronie	2	4	1	 pA_I	
euh	 NA	 NA	 NA	 pA_I	
éventuellement	2	3	1	 pA_I	
la	3	3	3	 pA_I	
question	1	2	1	 pA_I	
de	 NA	 NA	 NA	 pA_I	
savoir	1	1	1	 pA_I	
comment	1	1	1	 pA_I	
on	1	1	1	 pA_I	
on	1	1	1	 pA_I	
aborde	1	2	1	 pA_I	
cette	1	1	1	 pA_I	
question	2	2	1	 pA_I	
là	2	4	30	 pA_I	
le	2	2	1	 pA_I	
problème	2	2	2	 pA_I	
de	1	2	1	 pA_I	
de	1	2	1	 pA_I	
l	2	2	1	 pA_I	
intuition	2	2	1	 pA_I	
sémantique	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
et	1	1	1	 pA_I	
et	1	1	1	 pA_I	
des	1	1	1	 pA_I	
approches	1	2	1	 pA_I	
non	1	2	1	 pA_I	
intuitives	3	4	1	 pA_I	
euh	1	2	1	 pA_I	
le	2	2	1	 pA_I	
rapport	2	3	2	 pA_I	
entre	2	2	2	 pA_I	
morphologie	2	2	1	 pA_I	
et	2	2	1	 pA_I	
énoncé	2	4	30	 pA_I	
euh	2	6	1	 pA_I	
c	1	1	1	 pA_I	
est	1	1	1	 pA_I	
à	 NA	 NA	 NA	 pA_I	
dire	6	6	4	 pA_I	
au	1	1	1	 pA_I	
delà	1	2	1	 pA_I	
de	1	1	1	 pA_I	
voilà	2	4	1	 pA_L	
sa	1	1	1	 pA_B	
place	2	2	2	 pA_I	
plus	2	2	2	 pA_I	
globale	2	3	29	 pA_I	
et	1	2	1	 pA_I	
puis	3	3	2	 pA_I	
euh	2	2	1	 pA_I	
u-	2	2	2	 pA_I	
une	2	3	2	 pA_I	
question	2	2	1	 pA_I	
euh	1	1	1	 pA_I	
que	1	2	1	 pA_I	
j	1	2	1	 pA_I	
appelle	1	2	1	 pA_I	
plurisémie	2	3	29	 pA_I	
c	2	3	1	 pA_I	
est	2	3	1	 pA_I	
à	1	1	1	 pA_I	
dire	2	3	1	 pA_I	
s-	2	3	2	 pA_I	
la	1	1	1	 pA_I	
m-	1	1	1	 pA_I	
la	1	1	1	 pA_I	
question	2	3	1	 pA_I	
de	2	2	2	 pA_I	
la	1	2	1	 pA_I	
multiplicité	2	2	1	 pA_I	
des	1	2	1	 pA_I	
strates	2	2	1	 pA_I	
interprétatives	1	2	1	 pA_I	
dans	1	4	1	 pA_I	
un	1	1	1	 pA_I	
mot	2	2	1	 pA_I	
ou	1	2	1	 pA_I	
dans	1	1	1	 pA_I	
un	1	1	1	 pA_I	
morphème	1	2	1	 pA_I	
s	1	1	1	 pA_I	
il	1	1	1	 pA_I	
est	1	1	1	 pA_I	
euh	 NA	 NA	 NA	 pA_I	
euh	 NA	 NA	 NA	 pA_I	
flexionnel	3	6	1	 pA_I	
euh	1	2	1	 pA_I	
voilà	1	1	1	 pA_L	
est	 NA	 NA	 NA	 pA_B	
ce	 NA	 NA	 NA	 pA_I	
que	2	2	2	 pA_I	
le	1	2	1	 pA_I	
le	1	1	1	 pA_I	
sens	2	2	1	 pA_I	
il	1	1	1	 pA_I	
est	1	1	1	 pA_I	
unisémique	2	4	1	 pA_I	
y	 NA	 NA	 NA	 pA_I	
a	1	1	1	 pA_I	
un	1	1	1	 pA_I	
sens	2	4	1	 pA_I	
ou	1	1	1	 pA_I	
est	1	1	1	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
que	2	2	2	 pA_I	
le	1	2	1	 pA_I	
sens	2	2	29	 pA_I	
il	1	2	30	 pA_I	
est	1	1	1	 pA_I	
pluristratique	2	3	1	 pA_I	
et	1	2	1	 pA_I	
s	2	2	1	 pA_I	
il	2	2	1	 pA_I	
est	2	2	1	 pA_I	
pluristratique	2	3	1	 pA_I	
comment	2	3	1	 pA_I	
on	1	2	1	 pA_I	
aborde	2	2	1	 pA_I	
ces	1	2	1	 pA_I	
questions	2	3	1	 pA_I	
de	2	2	1	 pA_I	
euh	1	1	1	 pA_L	
voilà	 NA	 NA	 NA	 pA_U	
en	1	1	1	 pA_B	
évitant	1	3	1	 pA_I	
d	1	2	1	 pA_I	
avoir	1	2	1	 pA_I	
cinquante	2	2	1	 pA_I	
théories	1	2	1	 pA_I	
différentes	2	2	1	 pA_I	
qui	2	2	2	 pA_I	
décrivent	1	2	1	 pA_I	
chacune	2	2	1	 pA_I	
une	1	2	1	 pA_I	
strate	1	2	1	 pA_I	
différente	1	2	1	 pA_I	
qui	1	1	1	 pA_I	
existe	3	5	1	 pA_I	
et	1	1	1	 pA_I	
qui	2	2	1	 pA_I	
s	2	2	1	 pA_I	
opposent	2	2	1	 pA_I	
toutes	 NA	 NA	 NA	 pA_I	
les	1	1	1	 pA_I	
unes	1	1	1	 pA_I	
aux	1	1	1	 pA_I	
autres	2	2	1	 pA_I	
pour	2	2	1	 pA_I	
le	1	1	1	 pA_I	
plus	1	2	1	 pA_I	
grand	1	1	1	 pA_I	
malheur	1	2	1	 pA_I	
de	1	2	1	 pA_I	
tous	1	1	1	 pA_L	
enfin	2	3	2	 pA_B	
euh	1	3	1	 pA_I	
on	2	2	1	 pA_I	
pourrait	2	2	2	 pA_I	
consacrer	2	3	2	 pA_I	
une	2	2	2	 pA_I	
autre	2	2	2	 pA_I	
partie	2	2	2	 pA_I	
de	2	2	1	 pA_I	
la	1	1	1	 pA_I	
de	 NA	 NA	 NA	 pA_I	
la	2	2	2	 pA_I	
séance	3	4	2	 pA_I	
à	2	3	2	 pA_I	
euh	1	1	1	 pA_I	
toutes	2	2	2	 pA_I	
les	2	2	2	 pA_I	
questions	2	3	2	 pA_I	
difficiles	2	3	2	 pA_I	
non	2	2	1	 pA_I	
résolues	2	2	1	 pA_I	
ou	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
ou	1	2	1	 pA_I	
autres	3	4	2	 pA_I	
c	 NA	 NA	 NA	 pA_I	
est	 NA	 NA	 NA	 pA_I	
à	1	1	1	 pA_I	
dire	2	3	30	 pA_I	
euh	1	1	1	 pA_I	
voilà	2	3	1	 pA_I	
ce	30	30	30	 pA_I	
qui	1	2	30	 pA_I	
nous	2	3	2	 pA_I	
apparait	2	3	2	 pA_I	
comme	2	2	1	 pA_I	
étant	2	2	1	 pA_I	
des	2	2	1	 pA_I	
questions	2	3	2	 pA_I	
compliquées	3	4	1	 pA_I	
euh	2	2	2	 pA_I	
donc	2	3	1	 pA_I	
euh	2	2	2	 pA_I	
l	2	3	2	 pA_I	
une	2	3	2	 pA_I	
de	2	2	2	 pA_I	
celles	2	3	2	 pA_I	
qui	2	5	1	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
qui	2	2	2	 pA_I	
est	2	2	1	 pA_I	
le	3	5	1	 pA_I	
plus	2	2	1	 pA_I	
simple	2	3	29	 pA_I	
c	1	2	29	 pA_I	
est	1	2	29	 pA_I	
la	1	1	1	 pA_I	
question	2	2	1	 pA_I	
de	2	2	1	 pA_I	
la	1	2	1	 pA_I	
polycatégorialité	2	2	1	 pA_I	
euh	1	1	29	 pA_I	
voilà	2	2	1	 pA_I	
du	 NA	 NA	 NA	 pA_I	
traitement	2	2	1	 pA_I	
euh	1	1	1	 pA_I	
s-	 NA	 NA	 NA	 pA_I	
en	 NA	 NA	 NA	 pA_I	
sémantique	2	2	1	 pA_I	
ou	2	2	1	 pA_I	
en	1	2	1	 pA_I	
morphologie	1	2	1	 pA_I	
euh	1	1	1	 pA_I	
d	2	3	1	 pA_I	
unités	2	3	1	 pA_I	
qui	2	2	2	 pA_I	
sont	2	5	1	 pA_I	
polycatégorielles	2	5	29	 pA_I	
voire	1	1	29	 pA_I	
de	1	1	1	 pA_I	
lexique	1	2	1	 pA_I	
non	1	1	1	 pA_I	
catégoriel	2	3	1	 pA_I	
mais	2	2	1	 pA_I	
en	1	2	1	 pA_I	
matière	1	2	1	 pA_I	
de	2	2	2	 pA_I	
questions	2	2	1	 pA_I	
difficiles	2	3	1	 pA_I	
je	1	2	1	 pA_I	
pense	2	2	2	 pA_I	
que	2	2	1	 pA_I	
je	1	1	1	 pA_I	
fais	1	2	1	 pA_I	
confiance	2	2	1	 pA_I	
à	2	2	1	 pA_I	
votre	1	1	1	 pA_I	
imagination	2	3	1	 pA_I	
pour	2	2	1	 pA_I	
euh	1	1	1	 pA_I	
servir	2	4	1	 pA_I	
toutes	 NA	 NA	 NA	 pA_I	
sortes	2	2	1	 pA_I	
de	1	1	1	 pA_I	
problèmes	2	3	1	 pA_I	
non	2	2	2	 pA_I	
là	3	3	2	 pA_I	
c	3	3	2	 pA_I	
est	3	3	2	 pA_I	
vraiment	3	3	2	 pA_I	
les	3	3	2	 pA_I	
questions	3	3	2	 pA_I	
soit	3	3	3	 pA_I	
soit	3	4	3	 pA_I	
non	3	3	3	 pA_I	
résolues	3	4	2	 pA_I	
soit	3	4	3	 pA_I	
ou	2	3	2	 pA_I	
les	2	2	2	 pA_I	
questions	2	3	1	 pA_I	
du	2	3	1	 pA_I	
du	2	2	1	 pA_I	
genre	2	3	1	 pA_I	
euh	1	1	1	 pA_I	
s-	 NA	 NA	 NA	 pA_I	
et	4	7	2	 pA_I	
si	3	4	2	 pA_I	
euh	 NA	 NA	 NA	 pA_I	
voilà	3	3	2	 pA_I	
le	3	3	3	 pA_I	
genre	2	2	2	 pA_I	
de	2	2	2	 pA_I	
choses	3	4	2	 pA_I	
que	3	4	3	 pA_I	
on	2	3	2	 pA_I	
aimerait	2	2	2	 pA_I	
avoir	2	3	1	 pA_I	
et	2	3	2	 pA_I	
qu	2	2	2	 pA_I	
on	2	2	2	 pA_I	
n	2	2	1	 pA_I	
a	2	2	1	 pA_I	
pas	 NA	 NA	 NA	 pA_I	
quoi	 NA	 NA	 NA	 pA_I	
c	 NA	 NA	 NA	 pA_I	
est	 NA	 NA	 NA	 pA_I	
voilà	 NA	 NA	 NA	 pA_I	
c	1	1	1	 pA_I	
est	1	1	1	 pA_I	
euh	1	2	1	 pA_I	
ce	2	2	2	 pA_I	
genre	2	2	2	 pA_I	
de	2	2	2	 pA_I	
questions	2	3	1	 pA_I	
qui	2	3	1	 pA_I	
nous	1	2	1	 pA_I	
semble	2	3	1	 pA_I	
se	1	2	1	 pA_I	
poser	1	2	29	 pA_I	
à	2	2	2	 pA_I	
partir	1	2	1	 pA_I	
de	1	1	1	 pA_I	
notre	1	1	1	 pA_I	
expérience	1	2	1	 pA_I	
de	2	2	2	 pA_I	
sémanticien	2	2	1	 pA_I	
ou	2	2	1	 pA_I	
de	1	1	1	 pA_I	
morphologue	2	3	1	 pA_I	
et	2	2	2	 pA_I	
sur	2	2	2	 pA_I	
lequel	2	3	1	 pA_I	
on	2	3	1	 pA_I	
n	1	1	1	 pA_I	
a	1	1	1	 pA_I	
pas	2	2	1	 pA_I	
de	2	2	1	 pA_I	
réponse	2	2	1	 pA_I	
évidente	2	3	1	 pA_I	
alors	2	2	1	 pA_I	
qu	2	2	1	 pA_I	
on	2	2	1	 pA_I	
a	1	1	1	 pA_I	
le	1	1	1	 pA_I	
sentiment	2	2	1	 pA_I	
que	2	2	2	 pA_I	
ce	 NA	 NA	 NA	 pA_I	
